timestamp,temperature,co2,light,energy_kwh
2025-06-15 23:52:47.179305,21.61595257063894,434.65708306134417,530.6472790535279,0.2732821840782323
2025-06-15 23:57:47.179305,24.34944620526682,381.130118474825,308.04388522653653,0.4668948354142208
2025-06-16 00:02:47.179305,22.436413747866517,414.51378359594065,610.9827562094636,0.4453336498091539
2025-06-16 00:07:47.179305,19.35875416909975,451.51480403952297,438.980494048824,0.02400387515707612
2025-06-16 00:12:47.179305,21.87150915747774,354.08728458497944,364.21073066751984,0.21458435577809082
2025-06-16 00:17:47.179305,20.75630919604513,448.48285329282913,498.963030704423,0.3797466241685018
2025-06-16 00:22:47.179305,17.621469382481997,490.57418722474597,167.26650807395384,1.7352634324423204
2025-06-16 00:27:47.179305,23.48037584959445,412.8470337327976,111.03822437117032,0.003938295588490879
2025-06-16 00:32:47.179305,26.06737381118367,547.0064894375895,658.888436929081,0.18857543203011132
2025-06-16 00:37:47.179305,19.831385912354143,441.171299042202,350.1811524994607,0.6014794788321342
2025-06-16 00:42:47.179305,22.747547045739587,472.98315010050123,669.5695590311338,0.08851944381741417
2025-06-16 00:47:47.179305,20.591317761678297,487.6163062477097,660.7615495098745,0.2292628596797685
2025-06-16 00:52:47.179305,19.13752333819881,453.7058678959274,551.9855336142373,0.13696284387465157
2025-06-16 00:57:47.179305,20.693193012076556,418.1224304263564,591.0483079099072,1.4504642890748998
2025-06-16 01:02:47.179305,23.578778709983876,507.2085463243441,299.9427496961217,1.586377007543685
2025-06-16 01:07:47.179305,19.15507525557275,445.1030089119676,843.6392859450283,0.05216085517586831
2025-06-16 01:12:47.179305,17.857679236294572,427.1883360960131,291.0508033924257,0.17431952509792784
2025-06-16 01:17:47.179305,22.973276687705233,483.11216676925665,986.0215321653776,0.3895377913041766
2025-06-16 01:22:47.179305,24.46037944680098,460.32520417197026,145.97620154362943,0.7658276713435117
2025-06-16 01:27:47.179305,22.075708841432892,478.2375286286778,377.21529609507,0.3400146315666588
2025-06-16 01:32:47.179305,21.13811858413567,502.7259803993974,360.5645371514136,0.9527394661468237
2025-06-16 01:37:47.179305,19.67412127737378,470.0235963350321,521.9030739093006,0.6653581461234868
2025-06-16 01:42:47.179305,17.637916837255496,476.5182665451564,228.46467095071006,0.4932926183874199
2025-06-16 01:47:47.179305,19.540624995926834,539.1881149865862,357.79751654657946,0.027845536838416292
2025-06-16 01:52:47.179305,19.561601594402465,504.64707898452957,482.58482168701374,0.2281944334782855
2025-06-16 01:57:47.179305,17.130039987314525,388.19325536648205,656.3855742859378,0.014851273636869633
2025-06-16 02:02:47.179305,21.703046697018117,429.2135585248624,504.30686723285805,1.0593866380726773
2025-06-16 02:07:47.179305,21.934234737266177,425.7468005600814,912.6193750058027,0.022834606135586473
2025-06-16 02:12:47.179305,24.157098954068758,467.53541546309725,302.5303826022467,0.654825757328308
2025-06-16 02:17:47.179305,17.64863227879083,435.11268507594843,194.19832304936347,0.31520918019922045
2025-06-16 02:22:47.179305,18.620624691287777,443.9425494134485,767.2045734125908,0.18323483480381603
2025-06-16 02:27:47.179305,20.897839699207587,363.14269186431534,888.2646727694037,0.024743866361337775
2025-06-16 02:32:47.179305,21.586992797281866,501.48013178277864,771.2092374024103,0.37809020384821207
2025-06-16 02:37:47.179305,22.68640211832375,465.6161304030953,868.9846100216355,0.26568598476436195
2025-06-16 02:42:47.179305,22.69337253982535,525.8429748180912,540.4710809558737,0.9252344901916353
2025-06-16 02:47:47.179305,20.233628276108593,444.37262023413723,552.8735811491346,0.055151543820351416
2025-06-16 02:52:47.179305,22.79304049258505,409.0110962385767,759.7430530990805,1.4096688087618217
2025-06-16 02:57:47.179305,21.542989424239135,465.2233814697455,545.6951491705202,1.0805669757128826
2025-06-16 03:02:47.179305,24.71678451720631,508.9346790515274,515.3778107143914,0.13911562741097203
2025-06-16 03:07:47.179305,20.19713406898406,435.88642657876466,870.4310239018946,0.08823656990845927
