timestamp,temperature,co2,light,energy_kwh
2025-06-16 00:01:24.880782,23.481690851246103,485.8774091423642,632.7066407647415,0.09266626058833968
2025-06-16 00:06:24.880782,21.98801339329401,503.0765790507761,319.47940377170846,0.449438734787695
2025-06-16 00:11:24.880782,16.131151368779335,500.7143334762846,120.19638775664691,0.016224167539596126
2025-06-16 00:16:24.880782,21.59755513106596,387.8491197443956,847.2052166340136,0.14046752754918485
2025-06-16 00:21:24.880782,18.18134296267995,355.417505979381,996.8065840136748,0.40313622004872834
2025-06-16 00:26:24.880782,20.77592122195525,468.60945862214885,184.63951740289346,0.483987511831753
2025-06-16 00:31:24.880782,17.533496376830414,523.5454458670135,333.2602204056736,0.4401844802076641
2025-06-16 00:36:24.880782,19.427836679497112,415.371571760426,307.4179962898236,0.4946728415439207
2025-06-16 00:41:24.880782,17.721263875138554,405.0856176536146,287.0819341935718,1.668086499052648
2025-06-16 00:46:24.880782,21.403583234496068,392.4059711340662,236.43321740547574,0.12518656008297982
2025-06-16 00:51:24.880782,20.92749856848804,443.72969407501495,804.2873347173166,0.10488565420287041
2025-06-16 00:56:24.880782,20.854966956939982,505.84422247736876,967.5692937732478,0.4193702264541619
2025-06-16 01:01:24.880782,19.803517970626643,416.9855443972878,617.8179671915257,1.150481501223312
2025-06-16 01:06:24.880782,19.007440692058996,543.5903236633004,740.3401568792978,0.06087664261396003
2025-06-16 01:11:24.880782,17.933238667520968,525.7288463978039,460.40218244479894,0.36811972283495237
2025-06-16 01:16:24.880782,21.210885120843674,408.30426824209667,167.06008373723654,0.15170057376451726
2025-06-16 01:21:24.880782,21.149321745832413,493.8512623353971,713.30378205051,0.08720368836306164
2025-06-16 01:26:24.880782,22.824704067677395,470.91448572383575,530.3510687223422,0.2929204308718361
2025-06-16 01:31:24.880782,17.94617718607936,466.8502258418697,425.9802765542934,0.11198924319592288
2025-06-16 01:36:24.880782,23.090758155249127,413.27356629564116,152.08144131997454,0.21748871257454586
2025-06-16 01:41:24.880782,17.730141272964723,544.4025154043595,167.01041047822804,0.5670802964820767
2025-06-16 01:46:24.880782,22.445625679112812,509.27782846846867,524.7915501703446,0.2725506429804048
2025-06-16 01:51:24.880782,23.581209460769635,375.52134412141675,972.0968365979305,0.5076606994653154
